,ARTG ID,Search String,Product name,Active ingredients,Sponsor name,Start Date,Dosage Form,Route of Administration,Effective Date,Status,Ingredient 1,Ingredient 1 strength,Ingredient 2,Ingredient 2 strength,Ingredient 3,Ingredient 3 strength
318,56374,cefazolin,['CEFAZOLIN JUNO cefazolin (as sodium) 1g powder for injection vial'],['cefazolin sodium'],['Juno Pharmaceuticals Pty Ltd'],['5/08/1996'],"['Injection, powder for']",['Intramuscular '],['27/05/2016'],['Active'],['cefazolin sodium'],['1048mg'],,,,
319,56371,cefazolin,['CEFAZOLIN JUNO cefazolin (as sodium) 500mg powder for injection vial'],['cefazolin sodium'],['Juno Pharmaceuticals Pty Ltd'],['5/08/1996'],"['Injection, powder for']",['Intramuscular '],['27/05/2016'],['Active'],['cefazolin sodium'],['524mg'],,,,
320,174074,cefazolin,['SRATOP 2g cefazolin (as sodium) 2g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intramuscular '],['23/12/2011'],['Active'],['cefazolin sodium'],['2096mg'],,,,
321,174073,cefazolin,['AURO-CEFAZOLIN 2g cefazolin (as sodium) 2g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intravenous '],['23/12/2011'],['Active'],['cefazolin sodium'],['2096mg'],,,,
322,174072,cefazolin,['AURO-CEFAZOLIN 1g cefazolin (as sodium) 1g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intravenous '],['23/12/2011'],['Active'],['cefazolin sodium'],['1048mg'],,,,
323,174070,cefazolin,['SRATOP 0.5g cefazolin (as sodium) 0.5g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intramuscular '],['23/12/2011'],['Active'],['cefazolin sodium'],['524mg'],,,,
324,174068,cefazolin,['SRATOP 1g cefazolin (as sodium) 1g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intramuscular '],['23/12/2011'],['Active'],['cefazolin sodium'],['1048mg'],,,,
325,174066,cefazolin,['AURO-CEFAZOLIN 0.5g cefazolin (as sodium) 0.5g powder for injection vial'],['cefazolin sodium'],['Strides Pharma Science Pty Ltd'],['23/12/2011'],"['Injection, powder for']",['Intramuscular '],['23/12/2011'],['Active'],['cefazolin sodium'],['524mg'],,,,
326,171582,cefazolin,['CEFAZOLIN-AFT cefazolin sodium 1 g powder for injection vial'],['cefazolin sodium'],['AFT Pharmaceuticals Pty Ltd'],['24/11/2011'],"['Injection, powder for']",['Intramuscular '],['18/01/2021'],['Active'],['cefazolin sodium'],"['1.048g', '1g']",,,,
327,171534,cefazolin,['CEFAZOLIN-AFT cefazolin sodium 0.5 g powder for injection vial'],['cefazolin sodium'],['AFT Pharmaceuticals Pty Ltd'],['24/11/2011'],"['Injection, powder for']",['Intramuscular '],['14/01/2020'],['Active'],['cefazolin sodium'],"['.524g', '0.5g']",,,,
328,154640,cefazolin,['CEPHAZOLIN ALPHAPHARM cefazolin 2g powder for solution for injection vial'],['cefazolin sodium'],['Alphapharm Pty Ltd'],['9/04/2010'],"['Injection, powder for']",['Intramuscular '],['11/09/2020'],['Active'],['cefazolin sodium'],['2198mg'],,,,
329,154639,cefazolin,['CEPHAZOLIN ALPHAPHARM cefazolin 1g powder for solution for Injection vial'],['cefazolin sodium'],['Alphapharm Pty Ltd'],['9/04/2010'],"['Injection, powder for']",['Intravenous Infusion '],['11/09/2020'],['Active'],['cefazolin sodium'],['1099mg'],,,,
330,14648,cefazolin,['KEFZOL 500mg powder for injection'],['cefazolin'],['Aspen Pharmacare Australia Pty Ltd'],['5/09/1991'],"['Injection, powder for']",['Intravenous '],['9/11/2020'],['Active'],['cefazolin'],['500mg'],,,,
331,14647,cefazolin,['KEFZOL 1g powder for injection'],['cefazolin'],['Aspen Pharmacare Australia Pty Ltd'],['5/09/1991'],"['Injection, powder for']",['Intramuscular '],['9/11/2020'],['Active'],['cefazolin'],['1g'],,,,
332,94245,cefotaxime,['CEFOTAXIME INJECTION cefotaxime 2g (as sodium) powder for injection vial'],['cefotaxime sodium'],['Lupin Australia Pty Limited'],['27/07/2004'],"['Injection, powder for']",['Intravenous '],['5/02/2007'],['Active'],['cefotaxime sodium'],['2097mg'],,,,
333,94244,cefotaxime,['CEFOTAXIME INJECTION cefotaxime 1g (as sodium) powder for injection vial'],['cefotaxime sodium'],['Lupin Australia Pty Limited'],['27/07/2004'],"['Injection, powder for']",['Intravenous '],['5/02/2007'],['Active'],['cefotaxime sodium'],['1048mg'],,,,
334,94243,cefotaxime,['CEFOTAXIME HEXAL cefotaxime 500mg (as sodium) powder for injection vial'],['cefotaxime sodium'],['Lupin Australia Pty Limited'],['27/07/2004'],"['Injection, powder for']",['Intravenous '],['26/07/2004'],['Active'],['cefotaxime sodium'],['524mg'],,,,
335,78703,cefotaxime,['DBL CEFOTAXIME SODIUM cefotaxime sodium 2.096g powder for injection vial'],['cefotaxime sodium'],['Pfizer Australia Pty Ltd'],['8/08/2001'],"['Injection, powder for']",['Intramuscular '],['11/11/2020'],['Active'],['cefotaxime sodium'],['2.096g'],,,,
336,78702,cefotaxime,['DBL CEFOTAXIME SODIUM for injection 1g vial'],['cefotaxime sodium'],['Pfizer Australia Pty Ltd'],['22/08/2001'],"['Injection, powder for']",['Intramuscular '],['11/11/2020'],['Active'],['cefotaxime sodium'],['1.048g'],,,,
337,76433,cefotaxime,['CEFOTAXIME SANDOZ cefotaxime 2g powder for injection vial'],['cefotaxime sodium'],['Sandoz Pty Ltd'],['15/10/2001'],"['Injection, powder for']",['Intravenous '],['17/06/2016'],['Active'],['cefotaxime sodium'],['2096.4mg'],,,,
338,90915,ceftazidime,['CEFTAZIDIME SANDOZ ceftazidime 1g (as pentahydrate) powder for injection vial'],['ceftazidime pentahydrate'],['Sandoz Pty Ltd'],['5/06/2003'],"['Injection, powder for']",['Intravenous '],['4/02/2019'],['Active'],['ceftazidime pentahydrate'],['1164.8mg'],,,,
339,277680,ceftazidime,['CEFTAZIDIME-AFT ceftazidime (as pentahydrate) 1g powder for injection vial'],['ceftazidime pentahydrate'],['AFT Pharmaceuticals Pty Ltd'],['22/09/2017'],"['Injection, powder for']",['Intramuscular '],['1/09/2020'],['Active'],['ceftazidime pentahydrate'],['1.16g'],,,,
340,277679,ceftazidime,['CEFTAZIDIME-AFT ceftazidime (as pentahydrate) 2g powder for injection vial'],['ceftazidime pentahydrate'],['AFT Pharmaceuticals Pty Ltd'],['22/09/2017'],"['Injection, powder for']",['Intravenous '],['1/09/2020'],['Active'],['ceftazidime pentahydrate'],['2.33g'],,,,
341,223569,ceftazidime,['CEFTAZIDIME KABI ceftazidime (as pentahydrate) 2 g powder for injection vial'],['ceftazidime pentahydrate'],['Fresenius Kabi Australia Pty Ltd'],['2/07/2015'],"['Injection, powder for']",['Intravenous '],['14/01/2021'],['Active'],['ceftazidime pentahydrate'],['2329.6mg'],,,,
342,223563,ceftazidime,['CEFTAZIDIME KABI ceftazidime (as pentahydrate) 1 g powder for injection vial'],['ceftazidime pentahydrate'],['Fresenius Kabi Australia Pty Ltd'],['2/07/2015'],"['Injection, powder for']",['Intramuscular '],['14/01/2021'],['Active'],['ceftazidime pentahydrate'],['1164.8mg'],,,,
343,170892,ceftazidime,['ZETAF 1g ceftazidime 1g powder for injection vial'],['ceftazidime'],['Strides Pharma Science Pty Ltd'],['9/01/2012'],"['Injection, powder for']",['Intramuscular '],['9/01/2012'],['Active'],['ceftazidime'],"['1000mg', '1g']",,,,
344,170891,ceftazidime,['ZETAF 2g ceftazidime 2g powder for injection vial'],['ceftazidime'],['Strides Pharma Science Pty Ltd'],['9/01/2012'],"['Injection, powder for']",['Intravenous '],['9/01/2012'],['Active'],['ceftazidime'],"['2g', '2000mg']",,,,
345,158794,ceftazidime,['OMEGAPHARM CEFTAZIDIME FOR INJECTION ceftazidime (as pentahydrate) 2g powder for injection vial'],['ceftazidime pentahydrate'],['Omegapharm'],['19/10/2010'],"['Injection, powder for']",['Intravenous '],['19/10/2010'],['Active'],['ceftazidime pentahydrate'],['2349mg'],,,,
346,158793,ceftazidime,['AURO-CEFTAZIDIME ceftazidime (as pentahydrate) 2g powder for injection vial'],['ceftazidime pentahydrate'],['Strides Pharma Science Pty Ltd'],['19/10/2010'],"['Injection, powder for']",['Intravenous '],['19/10/2010'],['Active'],['ceftazidime pentahydrate'],['2349mg'],,,,
347,158792,ceftazidime,['OMEGAPHARM CEFTAZIDIME FOR INJECTION ceftazidime (as pentahydrate) 1g powder for injection vial'],['ceftazidime pentahydrate'],['Omegapharm'],['19/10/2010'],"['Injection, powder for']",['Intravenous '],['19/10/2010'],['Active'],['ceftazidime pentahydrate'],['1175mg'],,,,
348,158791,ceftazidime,['AURO-CEFTAZIDIME ceftazidime (as pentahydrate) 1g powder for injection vial'],['ceftazidime pentahydrate'],['Strides Pharma Science Pty Ltd'],['19/10/2010'],"['Injection, powder for']",['Intravenous '],['19/10/2010'],['Active'],['ceftazidime pentahydrate'],['1175mg'],,,,
349,154399,ceftazidime,['CEFTAZIDIME ALPHAPHARM ceftazidime 2g (as pentahydrate) powder for injection vial'],['ceftazidime pentahydrate'],['Alphapharm Pty Ltd'],['21/05/2010'],"['Injection, powder for']",[],['24/11/2020'],['Active'],['ceftazidime pentahydrate'],['2.328g'],,,,
350,154398,ceftazidime,['CEFTAZIDIME ALPHAPHARM ceftazidime 1g (as pentahydrate) powder for injection vial'],['ceftazidime pentahydrate'],['Alphapharm Pty Ltd'],['21/05/2010'],"['Injection, powder for']",[],['24/11/2020'],['Active'],['ceftazidime pentahydrate'],['1.164g'],,,,
351,143201,ceftazidime,['CEFTAZIDIME SXP ceftazidime 2g powder for injection'],['ceftazidime pentahydrate'],['Southern Cross Pharma Pty Ltd'],['14/10/2008'],"['Injection, powder for']",['Intravenous '],['30/06/2010'],['Active'],['ceftazidime pentahydrate'],['2329.3mg'],,,,
352,143195,ceftazidime,['CEFTAZIDIME SXP ceftazidime 1g powder for injection'],['ceftazidime pentahydrate'],['Southern Cross Pharma Pty Ltd'],['14/10/2008'],"['Injection, powder for']",['Intravenous '],['30/06/2010'],['Active'],['ceftazidime pentahydrate'],['1165mg'],,,,
353,12509,ceftazidime,['FORTUM 2g powder injection'],['ceftazidime pentahydrate'],['Aspen Pharmacare Australia Pty Ltd'],['13/08/1991'],"['Injection, powder for']",['Intravenous '],['26/11/2020'],['Active'],['ceftazidime pentahydrate'],['2.328g'],,,,
354,12508,ceftazidime,['FORTUM 1g powder for injection vial'],['ceftazidime pentahydrate'],['Aspen Pharmacare Australia Pty Ltd'],['13/08/1991'],"['Injection, powder for']",['Intravenous '],['26/11/2020'],['Active'],['ceftazidime pentahydrate'],['1.164g'],,,,
355,120544,ceftazidime,['CEFTAZIDIME JUNO ceftazidime (as pentahydrate) 2g powder for injection vial'],['ceftazidime pentahydrate'],['Juno Pharmaceuticals Pty Ltd'],['19/09/2006'],"['Injection, powder for']",['Intravenous '],['23/02/2021'],['Active'],['ceftazidime pentahydrate'],['2.328g'],,,,
356,120543,ceftazidime,['CEFTAZIDIME JUNO ceftazidime (as pentahydrate) 1g powder for injection vial'],['ceftazidime pentahydrate'],['Juno Pharmaceuticals Pty Ltd'],['19/09/2006'],"['Injection, powder for']",['Intravenous '],['23/02/2021'],['Active'],['ceftazidime pentahydrate'],['1.164g'],,,,
357,92400,ceftriaxone,['CEFTRIAXONE ACT ceftriaxone (as sodium) 2g powder for injection vial'],['ceftriaxone sodium'],['Juno Pharmaceuticals Pty Ltd'],['28/01/2003'],"['Injection, powder for']",['Intravenous '],['22/05/2015'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
358,92399,ceftriaxone,['CEFTRIAXONE ACT ceftriaxone (as sodium) 1g powder for injection vial'],['ceftriaxone sodium'],['Juno Pharmaceuticals Pty Ltd'],['28/01/2003'],"['Injection, powder for']",['Intramuscular '],['22/05/2015'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
359,75960,ceftriaxone,['CEFTRIAXONE SANDOZ ceftriaxone 2g (as sodium) powder for injection vial'],['ceftriaxone sodium'],['Sandoz Pty Ltd'],['27/04/2001'],"['Injection, powder for']",['Intravenous '],['20/12/2019'],['Active'],['ceftriaxone sodium'],['2386.6mg'],,,,
360,75959,ceftriaxone,['CEFTRIAXONE SANDOZ ceftriaxone 1g (as sodium) powder for injection vial'],['ceftriaxone sodium'],['Sandoz Pty Ltd'],['27/04/2001'],"['Injection, powder for']",['Intramuscular '],['20/12/2019'],['Active'],['ceftriaxone sodium'],['1193.3mg'],,,,
361,283502,ceftriaxone,['CEFTRIXN ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['1.0801g'],,,,
362,283501,ceftriaxone,['CFTRIAX ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['2.159g'],,,,
363,283500,ceftriaxone,['CEFTRIX ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['1.0801g'],,,,
364,283499,ceftriaxone,['CEFTRIAXON ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['2.159g'],,,,
365,283498,ceftriaxone,['CEFTRIAXON ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intramuscular '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['1.0801g'],,,,
366,283497,ceftriaxone,['CEFTRIX ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['2.159g'],,,,
367,283496,ceftriaxone,['CEFTRIXN ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['2.159g'],,,,
368,283495,ceftriaxone,['CFTRIAX ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Neo Health (Australia) Pty Ltd'],['8/12/2017'],"['Injection, powder for']",['Intravenous '],['8/12/2017'],['Active'],['ceftriaxone sodium'],['1.0801g'],,,,
369,223324,ceftriaxone,['CEFTRIAXONE KABI ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Fresenius Kabi Australia Pty Ltd'],['17/04/2015'],"['Injection, powder for']",['Intravenous Infusion '],['17/03/2020'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
370,223323,ceftriaxone,['CEFTRIAXONE KABI ceftriaxone (as sodium) 0.5 g powder for injection vial'],['ceftriaxone sodium'],['Fresenius Kabi Australia Pty Ltd'],['17/04/2015'],"['Injection, powder for']",['Intramuscular '],['17/03/2020'],['Active'],['ceftriaxone sodium'],['596.5mg'],,,,
371,223322,ceftriaxone,['CEFTRIAXONE KABI ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Fresenius Kabi Australia Pty Ltd'],['17/04/2015'],"['Injection, powder for']",['Intramuscular '],['17/03/2020'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
372,185101,ceftriaxone,['CEFTRIAXONE-AFT ceftriaxone (as sodium) 2g powder for injection vial'],['ceftriaxone sodium'],['AFT Pharmaceuticals Pty Ltd'],['20/02/2012'],"['Injection, powder for']",['Intravenous '],['22/07/2020'],['Active'],['ceftriaxone sodium'],['2.159g'],,,,
373,185100,ceftriaxone,['CEFTRIAXONE-AFT ceftriaxone (as sodium) 1g powder for injection vial'],['ceftriaxone sodium'],['AFT Pharmaceuticals Pty Ltd'],['20/02/2012'],"['Injection, powder for']",['Intramuscular '],['22/07/2020'],['Active'],['ceftriaxone sodium'],['1.079g'],,,,
374,185099,ceftriaxone,['CEFTRIAXONE-AFT ceftriaxone (as sodium) 500 mg powder for injection vial'],['ceftriaxone sodium'],['AFT Pharmaceuticals Pty Ltd'],['20/02/2012'],"['Injection, powder for']",['Intravenous '],['22/07/2020'],['Active'],['ceftriaxone sodium'],['539mg'],,,,
375,174452,ceftriaxone,['CEFTRIAXONE PFIZER 2g ceftriaxone (as sodium) 2g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
376,174451,ceftriaxone,['TIAXONE 2g ceftriaxone (as sodium) 2g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
377,174450,ceftriaxone,['TIAXONE 0.5g ceftriaxone (as sodium) 0.5g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intramuscular '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['596mg'],,,,
378,174449,ceftriaxone,['FRANXONE 2g ceftriaxone (as sodium) 2g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
379,174448,ceftriaxone,['CEFTRIAXONE PFIZER 0.5g ceftriaxone (as sodium) 0.5g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intramuscular '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['596mg'],,,,
380,174447,ceftriaxone,['TIAXONE 1g ceftriaxone (as sodium) 1g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
381,174446,ceftriaxone,['CEFTRIAXONE PFIZER 1g ceftriaxone (as sodium) 1g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
382,174445,ceftriaxone,['FRANXONE 0.5g ceftriaxone (as sodium) 0.5g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intravenous '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['596mg'],,,,
383,174444,ceftriaxone,['FRANXONE 1g ceftriaxone (as sodium) 1g powder for injection vial'],['ceftriaxone sodium'],['Strides Pharma Science Pty Ltd'],['9/02/2012'],"['Injection, powder for']",['Intramuscular '],['17/05/2012'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
384,164920,ceftriaxone,['CEFTRIAXONE ALPHAPHARM ceftriaxone (as sodium) 1 g powder for injection vial'],['ceftriaxone sodium'],['Alphapharm Pty Ltd'],['20/01/2012'],"['Injection, powder for']",['Intravenous '],['9/02/2021'],['Active'],['ceftriaxone sodium'],['1193mg'],,,,
385,164919,ceftriaxone,['CEFTRIAXONE ALPHAPHARM ceftriaxone (as sodium) 500 mg powder for injection vial'],['ceftriaxone sodium'],['Alphapharm Pty Ltd'],['20/01/2012'],"['Injection, powder for u']",['Intramuscular '],['9/02/2021'],['Active'],['ceftriaxone sodium'],['596.5mg'],,,,
386,164918,ceftriaxone,['CEFTRIAXONE ALPHAPHARM ceftriaxone (as sodium) 250 mg powder for injection vial'],['ceftriaxone sodium'],['Alphapharm Pty Ltd'],['20/01/2012'],"['Injection, powder for u']",['Intravenous '],['9/02/2021'],['Active'],['ceftriaxone sodium'],['298.3mg'],,,,
387,164917,ceftriaxone,['CEFTRIAXONE ALPHAPHARM ceftriaxone (as sodium) 2 g powder for injection vial'],['ceftriaxone sodium'],['Alphapharm Pty Ltd'],['20/01/2012'],"['Injection, powder for b']",['Intravenous Infusion '],['9/02/2021'],['Active'],['ceftriaxone sodium'],['2386mg'],,,,
388,104488,ceftriaxone,['CEFTRIAXONE INJECTION ceftriaxone 500mg (as sodium) powder for injection vial'],['ceftriaxone sodium'],['Generic Health Pty Ltd'],['22/07/2004'],"['Injection, powder for']",['Intravenous '],['2/06/2016'],['Active'],['ceftriaxone sodium'],['596.5mg'],,,,
389,104486,ceftriaxone,['CEFTRIAXONE INJECTION ceftriaxone 250mg (as sodium) powder for injection vial'],['ceftriaxone sodium'],['Generic Health Pty Ltd'],['22/07/2004'],"['Injection, powder for']",['Intravenous '],['2/06/2016'],['Active'],['ceftriaxone sodium'],['298.3mg'],,,,
390,81301,cefuroxime,['ZINNAT cefuroxime (as axetil) 250 mg/5mL granules for oral suspension bottle'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['25/02/2002'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['300mg'],,,,
391,81298,cefuroxime,['ZINNAT cefuroxime (as axetil) 250 mg granules for oral suspension sachet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['25/02/2002'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['300mg'],,,,
392,81297,cefuroxime,['ZINNAT cefuroxime (as axetil) 125 mg/5mL granules for oral suspension bottle'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['25/02/2002'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150mg'],,,,
393,81296,cefuroxime,['ZINNAT cefuroxime (as axetil) 125 mg granules for oral suspension sachet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['25/02/2002'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150mg'],,,,
394,47621,cefuroxime,['ZINNAT Cefuroxime 250mg tablet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['24/02/1994'],"['Tablet, film coated']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['300.72mg'],,,,
395,47620,cefuroxime,['ZINNAT Cefuroxime 125mg tablet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['24/02/1994'],"['Tablet, film coated']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150.36mg'],,,,
396,44092,cefuroxime,['ZINNAT Cefuroxime 250mg tablet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['17/06/1993'],"['Tablet, film coated']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['300.72mg'],,,,
397,44091,cefuroxime,['ZINNAT Cefuroxime 125mg tablet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['17/06/1993'],"['Tablet, film coated']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150.36mg'],,,,
398,310375,cefuroxime,['CEFUROXIME SXP cefuroxime (as sodium) 1500 mg powder for injection vial'],['cefuroxime sodium'],['Southern XP IP Pty Ltd'],['14/11/2019'],"['Injection, powder for']",['Intravenous '],['30/07/2020'],['Active'],['cefuroxime sodium'],['1577.7mg'],,,,
399,310374,cefuroxime,['CEFUROXIME ANS cefuroxime (as sodium) 1500 mg powder for injection vial'],['cefuroxime sodium'],['Southern XP IP Pty Ltd'],['14/11/2019'],"['Injection, powder for']",['Intravenous '],['30/07/2020'],['Active'],['cefuroxime sodium'],['1577.7mg'],,,,
400,310373,cefuroxime,['CEFUROXIME SXP cefuroxime (as sodium) 750 mg powder for injection vial'],['cefuroxime sodium'],['Southern XP IP Pty Ltd'],['14/11/2019'],"['Injection, powder for']",['Intravenous '],['3/08/2020'],['Active'],['cefuroxime sodium'],['788.9mg'],,,,
401,310372,cefuroxime,['CEFUROXIME ANS cefuroxime (as sodium) 750 mg powder for injection vial'],['cefuroxime sodium'],['Southern XP IP Pty Ltd'],['14/11/2019'],"['Injection, powder for']",['Intramuscular '],['3/08/2020'],['Active'],['cefuroxime sodium'],['788.9mg'],,,,
402,273229,cefuroxime,['PHARMACOR CEFUROXIME cefuroxime 250mg film coated tablet blister pack'],['cefuroxime axetil'],['Pharmacor Pty Ltd'],['27/03/2017'],"['Tablet, film coated']",['Oral '],['19/03/2020'],['Active'],['cefuroxime axetil'],['300.715mg'],,,,
403,273228,cefuroxime,['PHARMACOR CEFUROXIME cefuroxime 500mg film coated tablet blister pack'],['cefuroxime axetil'],['Pharmacor Pty Ltd'],['27/03/2017'],"['Tablet, film coated']",['Oral '],['19/03/2020'],['Active'],['cefuroxime axetil'],['601.43mg'],,,,
404,273227,cefuroxime,['AL-Cefuroxime cefuroxime 250mg film coated tablet blister pack'],['cefuroxime axetil'],['Pharmacor Pty Ltd'],['27/03/2017'],"['Tablet, film coated']",['Oral '],['19/03/2020'],['Active'],['cefuroxime axetil'],['300.715mg'],,,,
405,273226,cefuroxime,['AL-Cefuroxime cefuroxime 500mg film coated tablet blister pack'],['cefuroxime axetil'],['Pharmacor Pty Ltd'],['27/03/2017'],"['Tablet, film coated']",['Oral '],['19/03/2020'],['Active'],['cefuroxime axetil'],['601.43mg'],,,,
406,178687,cefuroxime,['ZINNAT cefuroxime (as axetil) 125 mg/5mL granules for oral suspension bottle'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['10/05/2011'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150mg'],,,,
407,178686,cefuroxime,['ZINNAT cefuroxime (as axetil) 125 mg granules for oral suspension sachet'],['cefuroxime axetil'],['Aspen Pharmacare Australia Pty Ltd'],['10/05/2011'],"['Suspension, powder for']",['Oral '],['12/11/2019'],['Active'],['cefuroxime axetil'],['150mg'],,,,
408,58794,chloramphenicol,['CHLOROMYCETIN SUCCINATE INJECTION'],['chloramphenicol sodium succinate'],['Link Medical Products Pty Ltd T/A Link Pharmaceuticals'],['4/02/1997'],"['Injection, powder for']",['Intramuscular '],['30/10/2015'],['Active'],[],[],,,,
409,349371,chloramphenicol,['CHOLFEN EYE DROPS chloramphenicol 5 mg/mL bottle'],['chloramphenicol'],['Beximco Pharmaceuticals Australia Pty Ltd'],['23/11/2020'],"['Eye Drops, solution']",['Ophthalmic '],['23/11/2020'],['Active'],['chloramphenicol'],['5mg/mL'],,,,
410,340136,chloramphenicol,['OCUZO chloramphenicol 5 mg/mL eye drops bottle'],['chloramphenicol'],['AFT Pharmaceuticals Pty Ltd'],['24/07/2020'],['Eye Drops'],['Ophthalmic '],['23/02/2021'],['Active'],['chloramphenicol'],"['.', '5mg/mL']",,,,
411,338569,chloramphenicol,['AMCAL Chloramphenicol 5 mg/mL (0.5 %) Eye Drops bottle'],['chloramphenicol'],['Neo Health (OTC) Pty Ltd'],['29/06/2020'],['Eye Drops'],['Ophthalmic '],['29/06/2020'],['Active'],['chloramphenicol'],['5mg/mL'],,,,
